project_id,title,country,climate_bin,typology,massing_type,image_ids,lat,lon,categories,city,architect,description,keywords
p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634,Sailing Castle Ren Ai Cheng Tsung Feng D,Taiwan,tropical,null,,"[""i_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exteriors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exteriors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exterior_1"", ""i_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exteriors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exteriors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exterior_2"", ""i_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exteriors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exteriors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exterior_3"", ""i_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exteriors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exteriors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exterior_4"", ""i_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exteriors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exteriors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_exterior_5"", ""i_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_interiors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_interiors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_interior_1"", ""i_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_interiors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_interiors_p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634_interior_2""]",25.0329636,121.5654268,"interiors,exteriors",Taipei,null,"The project titled 'Sailing Castle Ren Ai Cheng Tsung Feng D' suggests a unique architectural design possibly inspired by nautical themes, likely located in a residential or cultural context in Taipei.","sailing,castle,architecture,Taipei,Taiwan,cultural"
p_salem_public_library_renovation_hacker_a_1024470,Salem Public Library Renovation Hacker A,United States,temperate,library,,"[""i_p_salem_public_library_renovation_hacker_a_1024470_exteriors_p_salem_public_library_renovation_hacker_a_1024470_p_salem_public_library_renovation_hacker_a_1024470_exteriors_p_salem_public_library_renovation_hacker_a_1024470_exterior_1"", ""i_p_salem_public_library_renovation_hacker_a_1024470_exteriors_p_salem_public_library_renovation_hacker_a_1024470_p_salem_public_library_renovation_hacker_a_1024470_exteriors_p_salem_public_library_renovation_hacker_a_1024470_exterior_2"", ""i_p_salem_public_library_renovation_hacker_a_1024470_exteriors_p_salem_public_library_renovation_hacker_a_1024470_p_salem_public_library_renovation_hacker_a_1024470_exteriors_p_salem_public_library_renovation_hacker_a_1024470_exterior_3"", ""i_p_salem_public_library_renovation_hacker_a_1024470_exteriors_p_salem_public_library_renovation_hacker_a_1024470_p_salem_public_library_renovation_hacker_a_1024470_exteriors_p_salem_public_library_renovation_hacker_a_1024470_exterior_4"", ""i_p_salem_public_library_renovation_hacker_a_1024470_exteriors_p_salem_public_library_renovation_hacker_a_1024470_p_salem_public_library_renovation_hacker_a_1024470_exteriors_p_salem_public_library_renovation_hacker_a_1024470_exterior_5"", ""i_p_salem_public_library_renovation_hacker_a_1024470_interiors_p_salem_public_library_renovation_hacker_a_1024470_p_salem_public_library_renovation_hacker_a_1024470_interiors_p_salem_public_library_renovation_hacker_a_1024470_interior_1"", ""i_p_salem_public_library_renovation_hacker_a_1024470_interiors_p_salem_public_library_renovation_hacker_a_1024470_p_salem_public_library_renovation_hacker_a_1024470_interiors_p_salem_public_library_renovation_hacker_a_1024470_interior_2"", ""i_p_salem_public_library_renovation_hacker_a_1024470_interiors_p_salem_public_library_renovation_hacker_a_1024470_p_salem_public_library_renovation_hacker_a_1024470_interiors_p_salem_public_library_renovation_hacker_a_1024470_interior_3"", ""i_p_salem_public_library_renovation_hacker_a_1024470_interiors_p_salem_public_library_renovation_hacker_a_1024470_p_salem_public_library_renovation_hacker_a_1024470_interiors_p_salem_public_library_renovation_hacker_a_1024470_interior_4"", ""i_p_salem_public_library_renovation_hacker_a_1024470_interiors_p_salem_public_library_renovation_hacker_a_1024470_p_salem_public_library_renovation_hacker_a_1024470_interiors_p_salem_public_library_renovation_hacker_a_1024470_interior_5""]",42.5197473,-70.8954626,"interiors,exteriors",Salem,,"The project involves the renovation of the Salem Public Library, likely aimed at modernizing the facility and improving its services to the community.","Salem,Public Library,renovation,library,community"
p_san_rocco_s_oratory_architettura_tommasi_1033428,San Rocco S Oratory Architettura Tommasi,Italy,temperate,church,,"[""i_p_san_rocco_s_oratory_architettura_tommasi_1033428_exteriors_p_san_rocco_s_oratory_architettura_tommasi_1033428_p_san_rocco_s_oratory_architettura_tommasi_1033428_exteriors_p_san_rocco_s_oratory_architettura_tommasi_1033428_exterior_1"", ""i_p_san_rocco_s_oratory_architettura_tommasi_1033428_exteriors_p_san_rocco_s_oratory_architettura_tommasi_1033428_p_san_rocco_s_oratory_architettura_tommasi_1033428_exteriors_p_san_rocco_s_oratory_architettura_tommasi_1033428_exterior_2"", ""i_p_san_rocco_s_oratory_architettura_tommasi_1033428_interiors_p_san_rocco_s_oratory_architettura_tommasi_1033428_p_san_rocco_s_oratory_architettura_tommasi_1033428_interiors_p_san_rocco_s_oratory_architettura_tommasi_1033428_interior_1"", ""i_p_san_rocco_s_oratory_architettura_tommasi_1033428_interiors_p_san_rocco_s_oratory_architettura_tommasi_1033428_p_san_rocco_s_oratory_architettura_tommasi_1033428_interiors_p_san_rocco_s_oratory_architettura_tommasi_1033428_interior_2"", ""i_p_san_rocco_s_oratory_architettura_tommasi_1033428_interiors_p_san_rocco_s_oratory_architettura_tommasi_1033428_p_san_rocco_s_oratory_architettura_tommasi_1033428_interiors_p_san_rocco_s_oratory_architettura_tommasi_1033428_interior_3"", ""i_p_san_rocco_s_oratory_architettura_tommasi_1033428_interiors_p_san_rocco_s_oratory_architettura_tommasi_1033428_p_san_rocco_s_oratory_architettura_tommasi_1033428_interiors_p_san_rocco_s_oratory_architettura_tommasi_1033428_interior_4"", ""i_p_san_rocco_s_oratory_architettura_tommasi_1033428_interiors_p_san_rocco_s_oratory_architettura_tommasi_1033428_p_san_rocco_s_oratory_architettura_tommasi_1033428_interiors_p_san_rocco_s_oratory_architettura_tommasi_1033428_interior_5""]",45.411513,11.7292587,"interiors,exteriors",null,Tommasi,"The San Rocco S Oratory is likely a religious building designed by architect Tommasi, reflecting architectural styles typical of oratories in Italy.","San Rocco,oratory,church,architecture,Tommasi,Italy"
p_sanctuary_tunnel_garden_rad_ar_research_1027508,Sanctuary Tunnel Garden Rad Ar Research,Indonesia,tropical,garden,,"[""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_diagrams_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_diagrams_p_sanctuary_tunnel_garden_rad_ar_research_1027508_diagram_1"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_diagrams_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_diagrams_p_sanctuary_tunnel_garden_rad_ar_research_1027508_diagram_2"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_diagrams_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_diagrams_p_sanctuary_tunnel_garden_rad_ar_research_1027508_diagram_3"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exteriors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exteriors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exterior_1"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exteriors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exteriors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exterior_2"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exteriors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exteriors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exterior_3"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exteriors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exteriors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exterior_4"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exteriors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exteriors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_exterior_5"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interiors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interiors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interior_1"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interiors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interiors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interior_2"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interiors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interiors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interior_3"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interiors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interiors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interior_4"", ""i_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interiors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interiors_p_sanctuary_tunnel_garden_rad_ar_research_1027508_interior_5""]",-0.789275,113.921327,"diagrams,interiors,exteriors",,,"The project likely involves a garden space designed as a sanctuary, possibly incorporating elements of research related to environmental or botanical studies.","garden,sanctuary,tunnel,research,landscape"
p_school_of_the_art_institute_of_chicago_f_1026597,School Of The Art Institute Of Chicago F,United States,temperate,school,,"[""i_p_school_of_the_art_institute_of_chicago_f_1026597_exteriors_p_school_of_the_art_institute_of_chicago_f_1026597_p_school_of_the_art_institute_of_chicago_f_1026597_exteriors_p_school_of_the_art_institute_of_chicago_f_1026597_exterior_1"", ""i_p_school_of_the_art_institute_of_chicago_f_1026597_exteriors_p_school_of_the_art_institute_of_chicago_f_1026597_p_school_of_the_art_institute_of_chicago_f_1026597_exteriors_p_school_of_the_art_institute_of_chicago_f_1026597_exterior_2"", ""i_p_school_of_the_art_institute_of_chicago_f_1026597_interiors_p_school_of_the_art_institute_of_chicago_f_1026597_p_school_of_the_art_institute_of_chicago_f_1026597_interiors_p_school_of_the_art_institute_of_chicago_f_1026597_interior_1"", ""i_p_school_of_the_art_institute_of_chicago_f_1026597_interiors_p_school_of_the_art_institute_of_chicago_f_1026597_p_school_of_the_art_institute_of_chicago_f_1026597_interiors_p_school_of_the_art_institute_of_chicago_f_1026597_interior_2"", ""i_p_school_of_the_art_institute_of_chicago_f_1026597_interiors_p_school_of_the_art_institute_of_chicago_f_1026597_p_school_of_the_art_institute_of_chicago_f_1026597_interiors_p_school_of_the_art_institute_of_chicago_f_1026597_interior_3"", ""i_p_school_of_the_art_institute_of_chicago_f_1026597_interiors_p_school_of_the_art_institute_of_chicago_f_1026597_p_school_of_the_art_institute_of_chicago_f_1026597_interiors_p_school_of_the_art_institute_of_chicago_f_1026597_interior_4"", ""i_p_school_of_the_art_institute_of_chicago_f_1026597_interiors_p_school_of_the_art_institute_of_chicago_f_1026597_p_school_of_the_art_institute_of_chicago_f_1026597_interiors_p_school_of_the_art_institute_of_chicago_f_1026597_interior_5""]",41.8789149,-87.62124109999999,"interiors,exteriors",Chicago,,"The project is likely related to an educational institution focused on the arts, specifically a school or institute in Chicago.","art,school,Chicago,education,institute"
p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554,Seoul Robot Ai Museum Melike Alt N K Arc,South Korea,temperate,museum,,"[""i_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_diagrams_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_diagrams_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_diagram_1"", ""i_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_diagrams_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_diagrams_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_diagram_2"", ""i_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_diagrams_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_diagrams_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_diagram_3"", ""i_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_exteriors_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_exteriors_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_exterior_1"", ""i_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_exteriors_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_exteriors_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_exterior_2"", ""i_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_interiors_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_interiors_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_interior_1"", ""i_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_interiors_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_interiors_p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554_interior_2""]",37.550263,126.9970831,"diagrams,interiors,exteriors",Seoul,Melike Alt N K Arc,"The Seoul Robot Ai Museum is likely a cultural institution dedicated to showcasing advancements in robotics and artificial intelligence, designed by the architect Melike Alt N K Arc.","Seoul,museum,robotics,artificial intelligence,Melike Alt N K Arc"
p_shafagh_tomb_35_51_architecture_office_1029019,Shafagh Tomb 35 51 Architecture Office,Iran,arid,tomb,,"[""i_p_shafagh_tomb_35_51_architecture_office_1029019_diagrams_p_shafagh_tomb_35_51_architecture_office_1029019_p_shafagh_tomb_35_51_architecture_office_1029019_diagrams_p_shafagh_tomb_35_51_architecture_office_1029019_diagram_1"", ""i_p_shafagh_tomb_35_51_architecture_office_1029019_diagrams_p_shafagh_tomb_35_51_architecture_office_1029019_p_shafagh_tomb_35_51_architecture_office_1029019_diagrams_p_shafagh_tomb_35_51_architecture_office_1029019_diagram_2"", ""i_p_shafagh_tomb_35_51_architecture_office_1029019_diagrams_p_shafagh_tomb_35_51_architecture_office_1029019_p_shafagh_tomb_35_51_architecture_office_1029019_diagrams_p_shafagh_tomb_35_51_architecture_office_1029019_diagram_3"", ""i_p_shafagh_tomb_35_51_architecture_office_1029019_exteriors_p_shafagh_tomb_35_51_architecture_office_1029019_p_shafagh_tomb_35_51_architecture_office_1029019_exteriors_p_shafagh_tomb_35_51_architecture_office_1029019_exterior_1"", ""i_p_shafagh_tomb_35_51_architecture_office_1029019_exteriors_p_shafagh_tomb_35_51_architecture_office_1029019_p_shafagh_tomb_35_51_architecture_office_1029019_exteriors_p_shafagh_tomb_35_51_architecture_office_1029019_exterior_2"", ""i_p_shafagh_tomb_35_51_architecture_office_1029019_exteriors_p_shafagh_tomb_35_51_architecture_office_1029019_p_shafagh_tomb_35_51_architecture_office_1029019_exteriors_p_shafagh_tomb_35_51_architecture_office_1029019_exterior_3"", ""i_p_shafagh_tomb_35_51_architecture_office_1029019_exteriors_p_shafagh_tomb_35_51_architecture_office_1029019_p_shafagh_tomb_35_51_architecture_office_1029019_exteriors_p_shafagh_tomb_35_51_architecture_office_1029019_exterior_4"", ""i_p_shafagh_tomb_35_51_architecture_office_1029019_exteriors_p_shafagh_tomb_35_51_architecture_office_1029019_p_shafagh_tomb_35_51_architecture_office_1029019_exteriors_p_shafagh_tomb_35_51_architecture_office_1029019_exterior_5"", ""i_p_shafagh_tomb_35_51_architecture_office_1029019_interiors_p_shafagh_tomb_35_51_architecture_office_1029019_p_shafagh_tomb_35_51_architecture_office_1029019_interiors_p_shafagh_tomb_35_51_architecture_office_1029019_interior_1"", ""i_p_shafagh_tomb_35_51_architecture_office_1029019_interiors_p_shafagh_tomb_35_51_architecture_office_1029019_p_shafagh_tomb_35_51_architecture_office_1029019_interiors_p_shafagh_tomb_35_51_architecture_office_1029019_interior_2"", ""i_p_shafagh_tomb_35_51_architecture_office_1029019_interiors_p_shafagh_tomb_35_51_architecture_office_1029019_p_shafagh_tomb_35_51_architecture_office_1029019_interiors_p_shafagh_tomb_35_51_architecture_office_1029019_interior_3""]",32.3082212,54.0085616,"diagrams,interiors,exteriors",,35 51 Architecture Office,"The Shafagh Tomb is likely a commemorative structure designed by 35 51 Architecture Office, situated in an arid climate. It serves as a burial site or memorial.","tomb,architecture,Iran,memorial,35 51 Architecture Office"
p_shenzhen_science_and_technology_museum_z_1029762,Shenzhen Science And Technology Museum Z,China,tropical,museum,,"[""i_p_shenzhen_science_and_technology_museum_z_1029762_diagrams_p_shenzhen_science_and_technology_museum_z_1029762_p_shenzhen_science_and_technology_museum_z_1029762_diagrams_p_shenzhen_science_and_technology_museum_z_1029762_diagram_1"", ""i_p_shenzhen_science_and_technology_museum_z_1029762_diagrams_p_shenzhen_science_and_technology_museum_z_1029762_p_shenzhen_science_and_technology_museum_z_1029762_diagrams_p_shenzhen_science_and_technology_museum_z_1029762_diagram_2"", ""i_p_shenzhen_science_and_technology_museum_z_1029762_diagrams_p_shenzhen_science_and_technology_museum_z_1029762_p_shenzhen_science_and_technology_museum_z_1029762_diagrams_p_shenzhen_science_and_technology_museum_z_1029762_diagram_3"", ""i_p_shenzhen_science_and_technology_museum_z_1029762_exteriors_p_shenzhen_science_and_technology_museum_z_1029762_p_shenzhen_science_and_technology_museum_z_1029762_exteriors_p_shenzhen_science_and_technology_museum_z_1029762_exterior_1"", ""i_p_shenzhen_science_and_technology_museum_z_1029762_exteriors_p_shenzhen_science_and_technology_museum_z_1029762_p_shenzhen_science_and_technology_museum_z_1029762_exteriors_p_shenzhen_science_and_technology_museum_z_1029762_exterior_2"", ""i_p_shenzhen_science_and_technology_museum_z_1029762_exteriors_p_shenzhen_science_and_technology_museum_z_1029762_p_shenzhen_science_and_technology_museum_z_1029762_exteriors_p_shenzhen_science_and_technology_museum_z_1029762_exterior_3"", ""i_p_shenzhen_science_and_technology_museum_z_1029762_exteriors_p_shenzhen_science_and_technology_museum_z_1029762_p_shenzhen_science_and_technology_museum_z_1029762_exteriors_p_shenzhen_science_and_technology_museum_z_1029762_exterior_4"", ""i_p_shenzhen_science_and_technology_museum_z_1029762_exteriors_p_shenzhen_science_and_technology_museum_z_1029762_p_shenzhen_science_and_technology_museum_z_1029762_exteriors_p_shenzhen_science_and_technology_museum_z_1029762_exterior_5"", ""i_p_shenzhen_science_and_technology_museum_z_1029762_interiors_p_shenzhen_science_and_technology_museum_z_1029762_p_shenzhen_science_and_technology_museum_z_1029762_interiors_p_shenzhen_science_and_technology_museum_z_1029762_interior_1"", ""i_p_shenzhen_science_and_technology_museum_z_1029762_interiors_p_shenzhen_science_and_technology_museum_z_1029762_p_shenzhen_science_and_technology_museum_z_1029762_interiors_p_shenzhen_science_and_technology_museum_z_1029762_interior_2""]",22.5428599,114.05956,"diagrams,interiors,exteriors",Shenzhen,,The Shenzhen Science And Technology Museum Z is likely a cultural institution focused on science and technology education and exhibitions.,"Shenzhen,science museum,technology museum,cultural institution"
p_shonan_institute_of_technology_high_scho_1024901,Shonan Institute Of Technology High Scho,Japan,temperate,school,,"[""i_p_shonan_institute_of_technology_high_scho_1024901_diagrams_p_shonan_institute_of_technology_high_scho_1024901_p_shonan_institute_of_technology_high_scho_1024901_diagrams_p_shonan_institute_of_technology_high_scho_1024901_diagram_1"", ""i_p_shonan_institute_of_technology_high_scho_1024901_exteriors_p_shonan_institute_of_technology_high_scho_1024901_p_shonan_institute_of_technology_high_scho_1024901_exteriors_p_shonan_institute_of_technology_high_scho_1024901_exterior_1"", ""i_p_shonan_institute_of_technology_high_scho_1024901_exteriors_p_shonan_institute_of_technology_high_scho_1024901_p_shonan_institute_of_technology_high_scho_1024901_exteriors_p_shonan_institute_of_technology_high_scho_1024901_exterior_2"", ""i_p_shonan_institute_of_technology_high_scho_1024901_exteriors_p_shonan_institute_of_technology_high_scho_1024901_p_shonan_institute_of_technology_high_scho_1024901_exteriors_p_shonan_institute_of_technology_high_scho_1024901_exterior_3"", ""i_p_shonan_institute_of_technology_high_scho_1024901_exteriors_p_shonan_institute_of_technology_high_scho_1024901_p_shonan_institute_of_technology_high_scho_1024901_exteriors_p_shonan_institute_of_technology_high_scho_1024901_exterior_4"", ""i_p_shonan_institute_of_technology_high_scho_1024901_exteriors_p_shonan_institute_of_technology_high_scho_1024901_p_shonan_institute_of_technology_high_scho_1024901_exteriors_p_shonan_institute_of_technology_high_scho_1024901_exterior_5"", ""i_p_shonan_institute_of_technology_high_scho_1024901_interiors_p_shonan_institute_of_technology_high_scho_1024901_p_shonan_institute_of_technology_high_scho_1024901_interiors_p_shonan_institute_of_technology_high_scho_1024901_interior_1"", ""i_p_shonan_institute_of_technology_high_scho_1024901_interiors_p_shonan_institute_of_technology_high_scho_1024901_p_shonan_institute_of_technology_high_scho_1024901_interiors_p_shonan_institute_of_technology_high_scho_1024901_interior_2"", ""i_p_shonan_institute_of_technology_high_scho_1024901_interiors_p_shonan_institute_of_technology_high_scho_1024901_p_shonan_institute_of_technology_high_scho_1024901_interiors_p_shonan_institute_of_technology_high_scho_1024901_interior_3"", ""i_p_shonan_institute_of_technology_high_scho_1024901_interiors_p_shonan_institute_of_technology_high_scho_1024901_p_shonan_institute_of_technology_high_scho_1024901_interiors_p_shonan_institute_of_technology_high_scho_1024901_interior_4"", ""i_p_shonan_institute_of_technology_high_scho_1024901_interiors_p_shonan_institute_of_technology_high_scho_1024901_p_shonan_institute_of_technology_high_scho_1024901_interiors_p_shonan_institute_of_technology_high_scho_1024901_interior_5""]",35.4913535,139.284143,"diagrams,interiors,exteriors",Shonan,,"The Shonan Institute of Technology High School is likely an educational institution focused on technology and engineering disciplines, serving high school students.","Shonan Institute of Technology,high school,education,Japan,technology"
p_simple_art_museum_has_design_and_researc_1022166,Simple Art Museum Has Design And Researc,Thailand,tropical,museum,,"[""i_p_simple_art_museum_has_design_and_researc_1022166_diagrams_p_simple_art_museum_has_design_and_researc_1022166_p_simple_art_museum_has_design_and_researc_1022166_diagrams_p_simple_art_museum_has_design_and_researc_1022166_diagram_1"", ""i_p_simple_art_museum_has_design_and_researc_1022166_diagrams_p_simple_art_museum_has_design_and_researc_1022166_p_simple_art_museum_has_design_and_researc_1022166_diagrams_p_simple_art_museum_has_design_and_researc_1022166_diagram_2"", ""i_p_simple_art_museum_has_design_and_researc_1022166_diagrams_p_simple_art_museum_has_design_and_researc_1022166_p_simple_art_museum_has_design_and_researc_1022166_diagrams_p_simple_art_museum_has_design_and_researc_1022166_diagram_3"", ""i_p_simple_art_museum_has_design_and_researc_1022166_exteriors_p_simple_art_museum_has_design_and_researc_1022166_p_simple_art_museum_has_design_and_researc_1022166_exteriors_p_simple_art_museum_has_design_and_researc_1022166_exterior_1"", ""i_p_simple_art_museum_has_design_and_researc_1022166_exteriors_p_simple_art_museum_has_design_and_researc_1022166_p_simple_art_museum_has_design_and_researc_1022166_exteriors_p_simple_art_museum_has_design_and_researc_1022166_exterior_2"", ""i_p_simple_art_museum_has_design_and_researc_1022166_interiors_p_simple_art_museum_has_design_and_researc_1022166_p_simple_art_museum_has_design_and_researc_1022166_interiors_p_simple_art_museum_has_design_and_researc_1022166_interior_1"", ""i_p_simple_art_museum_has_design_and_researc_1022166_interiors_p_simple_art_museum_has_design_and_researc_1022166_p_simple_art_museum_has_design_and_researc_1022166_interiors_p_simple_art_museum_has_design_and_researc_1022166_interior_2"", ""i_p_simple_art_museum_has_design_and_researc_1022166_interiors_p_simple_art_museum_has_design_and_researc_1022166_p_simple_art_museum_has_design_and_researc_1022166_interiors_p_simple_art_museum_has_design_and_researc_1022166_interior_3"", ""i_p_simple_art_museum_has_design_and_researc_1022166_interiors_p_simple_art_museum_has_design_and_researc_1022166_p_simple_art_museum_has_design_and_researc_1022166_interiors_p_simple_art_museum_has_design_and_researc_1022166_interior_4"", ""i_p_simple_art_museum_has_design_and_researc_1022166_interiors_p_simple_art_museum_has_design_and_researc_1022166_p_simple_art_museum_has_design_and_researc_1022166_interiors_p_simple_art_museum_has_design_and_researc_1022166_interior_5""]",13.7109695,100.3953311,"diagrams,interiors,exteriors",Bangkok,,"The project is likely a museum focused on art, incorporating design and research elements in its concept.","art museum,design,research,cultural center,Bangkok"
